angle_deg,norm_counts,ex,ey
40,278.335,8,0.782989
48,281.205,8,0.566578
56,270.313,8,0.71416
64,267.14,8,0.554128
72,263.353,8,0.500335
80,260.01,8,0.583376
88,260.689,8,0.513669
96,259.498,8,0.634782
104,260.953,8,0.489292
112,263.666,8,0.689878
120,266.727,8,0.517492
128,272.909,8,0.76692
136,278.036,8,0.580881
144,283.85,8,0.830033
152,287.955,8,0.763483
160,296.67,8,0.918049
